USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
KS	20163	00485045	Rooks County	2306483733	11962259	890.538	4.619	39.346006	-99.324492                                                                                                                   
KS	20165	00485358	Rush County	1858997545	544720	717.763	0.21	38.523592	-99.309183                                                                                                                       
KS	20167	00485046	Russell County	2295402887	34126777	886.26	13.176	38.91604	-98.770949                                                                                                                  
KS	20169	00485047	Saline County	1865381414	2809967	720.228	1.085	38.786327	-97.650153                                                                                                                   
KS	20171	00485048	Scott County	1858536844	306079	717.585	0.118	38.481877	-100.90636                                                                                                                     
KS	20173	00485049	Sedgwick County	2583496854	30113787	997.494	11.627	37.681045	-97.461054                                                                                                               
KS	20175	00485050	Seward County	1655865965	2777350	639.333	1.072	37.180623	-100.854932                                                                                                                  
KS	20177	00485051	Shawnee County	1408930616	30396059	543.991	11.736	39.041805	-95.755664                                                                                                                
KS	20179	00485052	Sheridan County	2320518307	647342	895.957	0.25	39.350547	-100.441228                                                                                                                  
KS	20181	00485053	Sherman County	2735193304	548248	1056.064	0.212	39.351352	-101.719859                                                                                                                 
KS	20183	00484969	Smith County	2319241783	3884267	895.464	1.5	39.78466	-98.785429                                                                                                                       
KS	20185	00485054	Stafford County	2051389756	7435417	792.046	2.871	38.03563	-98.719889                                                                                                                  
KS	20187	00485055	Stanton County	1762104518	178555	680.352	0.069	37.565932	-101.789383                                                                                                                  
KS	20189	00485056	Stevens County	1883604193	464936	727.264	0.18	37.200969	-101.317577                                                                                                                   
KS	20191	00481812	Sumner County	3060416043	8602566	1181.633	3.321	37.236662	-97.493352                                                                                                                  
KS	20193	00485057	Thomas County	2783425154	288241	1074.687	0.111	39.357713	-101.083385                                                                                                                  
KS	20195	00485058	Trego County	2303731642	26281951	889.476	10.148	38.921302	-99.865423                                                                                                                  
KS	20197	00485059	Wabaunsee County	2057386289	13786678	794.361	5.323	38.955154	-96.201262                                                                                                               
KS	20199	00485060	Wallace County	2366348295	140932	913.652	0.054	38.926626	-101.771103                                                                                                                  
KS	20201	00485061	Washington County	2317419238	10139803	894.761	3.915	39.776714	-97.095611                                                                                                              
KS	20203	00485062	Wichita County	1861078210	61987	718.566	0.024	38.481922	-101.347434                                                                                                                   
KS	20205	00485063	Wilson County	1477379082	12055440	570.419	4.655	37.558515	-95.745175                                                                                                                  
KS	20207	00485064	Woodson County	1289347405	19251486	497.82	7.433	37.888193	-95.758469                                                                                                                  
KS	20209	00485065	Wyandotte County	392650861	11890119	151.603	4.591	39.115384	-94.763087                                                                                                                
KY	21001	00516847	Adair County	1049678094	18430783	405.283	7.116	37.105559	-85.28138                                                                                                                    
KY	21003	00516848	Allen County	891830211	19490893	344.338	7.525	36.75077	-86.192458                                                                                                                     
KY	21005	00516849	Anderson County	522773659	6311541	201.844	2.437	38.005396	-84.986417                                                                                                                  
KY	21007	00516850	Ballard County	638850964	70009832	246.662	27.031	37.051323	-89.010367                                                                                                                 
KY	21009	00516851	Barren County	1262733192	32260040	487.544	12.456	36.963671	-85.925162                                                                                                                 
KY	21011	00516852	Bath County	722081570	13486212	278.797	5.207	38.152249	-83.737641                                                                                                                     
KY	21013	00516853	Bell County	929806778	5480741	359.	2.116	36.72268	-83.681046                                                                                                                          
KY	21015	00516854	Boone County	637796403	26558591	246.255	10.254	38.974595	-84.731431                                                                                                                   
KY	21017	00516855	Bourbon County	750370820	4849018	289.72	1.872	38.202562	-84.20986                                                                                                                     
KY	21019	00516856	Boyd County	414050310	5584870	159.866	2.156	38.360004	-82.681406                                                                                                                      
KY	21021	00516857	Boyle County	467093981	6460546	180.346	2.494	37.618104	-84.868352                                                                                                                     
KY	21023	00516858	Bracken County	532533292	8636823	205.612	3.335	38.680365	-84.115235                                                                                                                   
KY	21025	00516859	Breathitt County	1275346433	7390878	492.414	2.854	37.506632	-83.28304                                                                                                                 
KY	21027	00516860	Breckinridge County	1469049378	47701854	567.203	18.418	37.777988	-86.432919                                                                                                           
KY	21029	00516861	Bullitt County	769200000	8481647	296.99	3.275	37.969928	-85.702641                                                                                                                    
KY	21031	00516862	Butler County	1103567143	13943044	426.09	5.383	37.207013	-86.682471                                                                                                                   
KY	21033	00516863	Caldwell County	893006262	8700648	344.792	3.359	37.148642	-87.870509                                                                                                                  
KY	21035	00516864	Calloway County	997206000	66492945	385.023	25.673	36.620978	-88.274086                                                                                                                
KY	21037	00516865	Campbell County	391966324	20930398	151.339	8.081	38.946981	-84.379583                                                                                                                 
KY	21039	00516866	Carlisle County	490632724	24722530	189.434	9.545	36.857726	-88.975757                                                                                                                 
KY	21041	00516867	Carroll County	332993661	22650593	128.57	8.745	38.668394	-85.124024                                                                                                                   
KY	21043	00516868	Carter County	1060602204	6788531	409.501	2.621	38.309549	-83.048796                                                                                                                   
KY	21045	00516869	Casey County	1150571810	3892620	444.238	1.503	37.321962	-84.92822                                                                                                                     
KY	21047	00516870	Christian County	1858332405	16928991	717.506	6.536	36.892059	-87.492986                                                                                                               
KY	21049	00516871	Clark County	653878979	6972749	252.464	2.692	37.970133	-84.144974                                                                                                                     
KY	21051	00516872	Clay County	1215461477	4763611	469.292	1.839	37.157317	-83.718433                                                                                                                     
KY	21053	00516873	Clinton County	510864294	21164151	197.246	8.172	36.727258	-85.136098                                                                                                                  
KY	21055	00516874	Crittenden County	932275951	28974004	359.954	11.187	37.358149	-88.10501                                                                                                               
KY	21057	00516875	Cumberland County	790416910	14830126	305.182	5.726	36.784224	-85.393507                                                                                                               
KY	21059	00516876	Daviess County	1187163564	47158145	458.366	18.208	37.731671	-87.087139                                                                                                                
KY	21061	00516877	Edmonson County	784468319	13258106	302.885	5.119	37.227514	-86.218015                                                                                                                 
KY	21063	00516878	Elliott County	606875936	2608208	234.316	1.007	38.115438	-83.097209                                                                                                                   
KY	21065	00516879	Estill County	655468668	6557602	253.078	2.532	37.692449	-83.963983                                                                                                                    
KY	21067	00516880	Fayette County	734615998	4922111	283.637	1.9	38.040676	-84.458274                                                                                                                     
KY	21069	00516881	Fleming County	902719721	7185948	348.542	2.775	38.368431	-83.706152                                                                                                                   
KY	21071	00516882	Floyd County	1018773537	6098292	393.351	2.355	37.559878	-82.743361                                                                                                                    
KY	21073	00516883	Franklin County	538073033	11025563	207.751	4.257	38.234919	-84.868786                                                                                                                 
KY	21075	00516884	Fulton County	533358346	64084949	205.931	24.743	36.552511	-89.187659                                                                                                                  
KY	21077	00516885	Gallatin County	254699793	16518583	98.34	6.378	38.760103	-84.862153                                                                                                                   
KY	21079	00516886	Garrard County	595899383	10017670	230.078	3.868	37.630162	-84.545856                                                                                                                  
KY	21081	00516887	Grant County	668161261	7236760	257.979	2.794	38.64916	-84.625927                                                                                                                      
KY	21083	00516888	Graves County	1429025286	13047565	551.75	5.038	36.723344	-88.649897                                                                                                                   
KY	21085	00516889	Grayson County	1291710298	31853979	498.732	12.299	37.458577	-86.344011                                                                                                                
KY	21087	00516890	Green County	740839712	7123457	286.04	2.75	37.269637	-85.561403                                                                                                                       
KY	21089	00516891	Greenup County	892135587	25884322	344.455	9.994	38.563562	-82.93382                                                                                                                   
KY	21091	00516892	Hancock County	486020462	29093100	187.654	11.233	37.843325	-86.792761                                                                                                                 
KY	21093	00516893	Hardin County	1614331601	17701432	623.297	6.835	37.695836	-85.963183                                                                                                                  
KY	21095	00516894	Harlan County	1206490776	6014027	465.829	2.322	36.859223	-83.221497                                                                                                                   
KY	21097	00516895	Harrison County	793480924	9057368	306.365	3.497	38.444578	-84.334131                                                                                                                  
KY	21099	00516896	Hart County	1068313096	13912256	412.478	5.372	37.316435	-85.8791                                                                                                                      
KY	21101	00516897	Henderson County	1130483404	76387046	436.482	29.493	37.792542	-87.572577                                                                                                              
KY	21103	00516898	Henry County	741450757	12552369	286.276	4.846	38.451585	-85.11989                                                                                                                     
KY	21105	00516899	Hickman County	627487971	27882017	242.274	10.765	36.675896	-88.972084                                                                                                                 
KY	21107	00516900	Hopkins County	1403746106	32182700	541.989	12.426	37.31107	-87.542196                                                                                                                 
KY	21109	00516901	Jackson County	894055741	3407438	345.197	1.316	37.403458	-84.020576                                                                                                                   
KY	21111	00516902	Jefferson County	985870988	44122247	380.647	17.036	38.189532	-85.657624                                                                                                               
KY	21113	00516903	Jessamine County	445871152	6166287	172.152	2.381	37.873291	-84.58396                                                                                                                  
KY	21115	00516904	Johnson County	678468756	5639297	261.958	2.177	37.84926	-82.830639                                                                                                                    
KY	21117	00516905	Kenton County	414950497	10577248	160.213	4.084	38.930503	-84.533438                                                                                                                   
KY	21119	00516906	Knott County	910427757	3453309	351.518	1.333	37.359724	-82.945724                                                                                                                     
KY	21121	00516907	Knox County	1000508765	3753811	386.299	1.449	36.887476	-83.85563                                                                                                                      
KY	21123	00516908	Larue County	677386387	5418290	261.54	2.092	37.544462	-85.696841                                                                                                                      
KY	21125	00516909	Laurel County	1123945963	25218355	433.958	9.737	37.113268	-84.119395                                                                                                                  
KY	21127	00516910	Lawrence County	1076385464	11584860	415.595	4.473	38.074457	-82.738302                                                                                                                
KY	21129	00516911	Lee County	540937712	6215038	208.857	2.4	37.608116	-83.719248                                                                                                                         
KY	21131	00516912	Leslie County	1038165209	9230600	400.838	3.564	37.087846	-83.388617                                                                                                                   
KY	21133	00516913	Letcher County	875192042	2898572	337.914	1.119	37.118536	-82.861251                                                                                                                   
KY	21135	00516914	Lewis County	1250540181	32492720	482.836	12.546	38.552152	-83.376774                                                                                                                  
KY	21137	00516915	Lincoln County	861936841	9315386	332.796	3.597	37.457174	-84.658335                                                                                                                   
KY	21139	00516916	Livingston County	810999158	75642166	313.129	29.206	37.209517	-88.363426                                                                                                              
KY	21141	00516917	Logan County	1430014646	12688607	552.132	4.899	36.859829	-86.881436                                                                                                                   
KY	21143	00516918	Lyon County	553844796	110561084	213.841	42.688	37.023976	-88.083391                                                                                                                   
KY	21145	00516925	McCracken County	644243924	50305452	248.744	19.423	37.053683	-88.712366                                                                                                               
KY	21147	00516926	McCreary County	1105416732	10730756	426.804	4.143	36.731136	-84.491052                                                                                                                
KY	21149	00516927	McLean County	653906323	9734358	252.475	3.758	37.526707	-87.265597                                                                                                                    
KY	21151	00516919	Madison County	1132603918	15425953	437.301	5.956	37.723592	-84.276998                                                                                                                 
KY	21153	00516920	Magoffin County	798866697	1847051	308.444	0.713	37.698953	-83.069716                                                                                                                  
KY	21155	00516921	Marion County	888390643	9967834	343.01	3.849	37.552604	-85.268959                                                                                                                     
KY	21157	00516922	Marshall County	780276604	100761088	301.266	38.904	36.882017	-88.332752                                                                                                               
KY	21159	00516923	Martin County	594701951	2564962	229.616	0.99	37.796774	-82.506623                                                                                                                     
KY	21161	00516924	Mason County	621927922	16277777	240.128	6.285	38.594137	-83.828125                                                                                                                    
KY	21163	00516928	Meade County	791044349	49413697	305.424	19.079	37.967476	-86.200863                                                                                                                   
KY	21165	00516929	Menifee County	527283187	6084693	203.585	2.349	37.950665	-83.597515                                                                                                                   
KY	21167	00516930	Mercer County	644463522	11600781	248.829	4.479	37.812085	-84.879694                                                                                                                   
KY	21169	00516931	Metcalfe County	750178423	3999881	289.646	1.544	36.992515	-85.633598                                                                                                                  
KY	21171	00516932	Monroe County	853073337	6949352	329.373	2.683	36.714077	-85.713508                                                                                                                    
KY	21173	00516933	Montgomery County	511177578	3859635	197.367	1.49	38.038138	-83.912337                                                                                                                 
KY	21175	00516934	Morgan County	987114420	6889722	381.127	2.66	37.92294	-83.258944                                                                                                                      
KY	21177	00516935	Muhlenberg County	1209734539	31905594	467.081	12.319	37.213816	-87.134092                                                                                                             
KY	21179	00516936	Nelson County	1081354955	16997387	417.514	6.563	37.803188	-85.465955                                                                                                                  
KY	21181	00516937	Nicholas County	505465376	4302413	195.161	1.661	38.337132	-84.025554                                                                                                                  
KY	21183	00516938	Ohio County	1521032968	23189052	587.274	8.953	37.477859	-86.844871                                                                                                                    
KY	21185	00516939	Oldham County	484931825	23831645	187.233	9.201	38.400127	-85.456152                                                                                                                   
KY	21187	00516940	Owen County	909364763	8129649	351.108	3.139	38.499394	-84.84159                                                                                                                       
KY	21189	00516941	Owsley County	511282856	2285944	197.407	0.883	37.423614	-83.691628                                                                                                                    
KY	21191	00516942	Pendleton County	717836419	12328246	277.158	4.76	38.696284	-84.351944                                                                                                                 
KY	21193	00516943	Perry County	879750403	7603771	339.674	2.936	37.241282	-83.217772                                                                                                                     
KY	21195	00516944	Pike County	2037621821	4756763	786.73	1.837	37.486031	-82.410913                                                                                                                      
KY	21197	00516945	Powell County	463556264	2956914	178.98	1.142	37.800629	-83.820015                                                                                                                     
KY	21199	00516946	Pulaski County	1705274742	48546459	658.41	18.744	37.108312	-84.579986                                                                                                                 
KY	21201	00516947	Robertson County	258799092	484952	99.923	0.187	38.513473	-84.06423                                                                                                                    
KY	21203	00516948	Rockcastle County	819848737	4016362	316.545	1.551	37.36105	-84.314368                                                                                                                 
KY	21205	00516949	Rowan County	724723335	16699596	279.817	6.448	38.20425	-83.42807                                                                                                                      
KY	21207	00516950	Russell County	656969509	75674970	253.657	29.218	36.990587	-85.05495                                                                                                                  
KY	21209	00516951	Scott County	729781719	9487693	281.77	3.663	38.289882	-84.579376                                                                                                                      
KY	21211	00516952	Shelby County	983235165	15627712	379.629	6.034	38.239028	-85.228266                                                                                                                   
KY	21213	00516953	Simpson County	606584079	5857862	234.203	2.262	36.740947	-86.581746                                                                                                                   
KY	21215	00516954	Spencer County	483503272	12896776	186.682	4.979	38.024893	-85.316775                                                                                                                  
KY	21217	00516955	Taylor County	689791858	27162461	266.33	10.487	37.366184	-85.327836                                                                                                                   
KY	21219	00516956	Todd County	969941707	6629026	374.497	2.559	36.840338	-87.183642                                                                                                                      
KY	21221	00516957	Trigg County	1143307587	103330127	441.434	39.896	36.807681	-87.858652                                                                                                                 
KY	21223	00516958	Trimble County	392766460	11833388	151.648	4.569	38.62004	-85.351208                                                                                                                   
KY	21225	00516959	Union County	887974689	53167480	342.849	20.528	37.658029	-87.95165                                                                                                                    
KY	21227	00516960	Warren County	1402737947	15447169	541.6	5.964	36.995634	-86.423579                                                                                                                    
KY	21229	00516961	Washington County	769158640	10943099	296.974	4.225	37.754209	-85.175416                                                                                                               
KY	21231	00516962	Wayne County	1186687833	67286710	458.183	25.98	36.802011	-84.83044                                                                                                                    
KY	21233	00516963	Webster County	859730022	9613810	331.944	3.712	37.51946	-87.68479                                                                                                                     
KY	21235	00516964	Whitley County	1133976430	18875138	437.831	7.288	36.758024	-84.144648                                                                                                                 
KY	21237	00516965	Wolfe County	575419099	1505157	222.171	0.581	37.743774	-83.495068                                                                                                                     
KY	21239	00516966	Woodford County	489012357	8307144	188.809	3.207	38.043103	-84.748863                                                                                                                  
LA	22001	00558389	Acadia Parish	1696777754	6021519	655.13	2.325	30.291497	-92.411037                                                                                                                    
LA	22003	00558397	Allen Parish	1973083800	10634064	761.812	4.106	30.652744	-92.819605                                                                                                                   
LA	22005	00558403	Ascension Parish	751030090	33194065	289.974	12.816	30.206444	-90.912502                                                                                                               
LA	22007	00558414	Assumption Parish	877133400	66996288	338.663	25.867	29.898853	-91.052465                                                                                                              
LA	22009	00558424	Avoyelles Parish	2155855604	86365500	832.381	33.346	31.088503	-91.983275                                                                                                              
LA	22011	00558436	Beauregard Parish	2997502172	21999001	1157.342	8.494	30.645018	-93.340253                                                                                                             
LA	22013	00558445	Bienville Parish	2101207370	27945994	811.281	10.79	32.340952	-93.041151                                                                                                               
LA	22015	00558453	Bossier Parish	2176185432	70496339	840.23	27.219	32.695851	-93.616132                                                                                                                 
LA	22017	00558458	Caddo Parish	2275369596	150398853	878.525	58.069	32.577195	-93.882423                                                                                                                 
LA	22019	00558468	Calcasieu Parish	2756538198	77608623	1064.305	29.965	30.229559	-93.358015                                                                                                             
LA	22021	00558477	Caldwell Parish	1371203831	29277303	529.425	11.304	32.101219	-92.114231                                                                                                               
LA	22023	00558488	Cameron Parish	3327836871	1688122644	1284.885	651.788	29.871812	-93.164948                                                                                                            
LA	22025	00558495	Catahoula Parish	1833782911	81308667	708.028	31.393	31.666517	-91.846703                                                                                                              
LA	22027	00558505	Claiborne Parish	1955125391	32473222	754.878	12.538	32.827043	-92.989767                                                                                                              
LA	22029	00558515	Concordia Parish	1805172274	130329995	696.981	50.321	31.469805	-91.626314                                                                                                             
LA	22031	00558521	De Soto Parish	2269878444	47049426	876.405	18.166	32.059248	-93.740797                                                                                                                
LA	22033	00558530	East Baton Rouge Parish	1179346038	38556769	455.348	14.887	30.54393	-91.093131                                                                                                        
LA	22035	00558534	East Carroll Parish	1089619193	56273972	420.704	21.728	32.73017	-91.234141                                                                                                            
LA	22037	00558542	East Feliciana Parish	1174307241	6151756	453.403	2.375	30.839784	-91.043434                                                                                                           
LA	22039	00558551	Evangeline Parish	1715552082	44665790	662.378	17.246	30.720693	-92.404086                                                                                                             
LA	22041	00558557	Franklin Parish	1617667694	28107882	624.585	10.853	32.139076	-91.672371                                                                                                               
LA	22043	00558567	Grant Parish	1665429795	56013947	643.026	21.627	31.597787	-92.561716                                                                                                                  
LA	22045	00558576	Iberia Parish	1486941064	1182115493	574.111	456.417	30.007127	-91.976784                                                                                                              
LA	22047	00558582	Iberville Parish	1602243609	88655983	618.63	34.23	30.270628	-91.365848                                                                                                                
LA	22049	00558592	Jackson Parish	1474195902	28714912	569.19	11.087	32.30429	-92.5617                                                                                                                    
LA	22051	00558027	Jefferson Parish	765682137	897184724	295.632	346.405	29.522281	-90.081001                                                                                                             
LA	22053	00558039	Jefferson Davis Parish	1687025362	18718206	651.364	7.227	30.269529	-92.816221                                                                                                         
LA	22055	00558059	Lafayette Parish	696041521	1208724	268.743	0.467	30.206507	-92.06417                                                                                                                  
LA	22057	00558065	Lafourche Parish	2766953348	1037594367	1068.327	400.617	29.491992	-90.394849                                                                                                          
LA	22059	00558049	LaSalle Parish	1617924843	97664776	624.684	37.709	31.680083	-92.161596                                                                                                                
LA	22061	00558077	Lincoln Parish	1221806134	1897709	471.742	0.733	32.601823	-92.662303                                                                                                                  
LA	22063	00558083	Livingston Parish	1678750672	112119167	648.169	43.289	30.440419	-90.727474                                                                                                            
LA	22065	00558088	Madison Parish	1617282478	68539547	624.436	26.463	32.341375	-91.242023                                                                                                                
LA	22067	00558097	Morehouse Parish	2058870205	28878805	794.934	11.15	32.820008	-91.800399                                                                                                               
LA	22069	00558108	Natchitoches Parish	3243341073	121033890	1252.261	46.731	31.732551	-93.082611                                                                                                         
LA	22071	00558113	Orleans Parish	438813602	467285512	169.427	180.42	30.05342	-89.934502                                                                                                                 
LA	22073	00558114	Ouachita Parish	1580943094	55283099	610.406	21.345	32.477664	-92.154848                                                                                                               
LA	22075	00558125	Plaquemines Parish	2021056000	4628015820	780.334	1786.887	29.402337	-89.298489                                                                                                        
LA	22077	00559449	Pointe Coupee Parish	1443519879	86418272	557.346	33.366	30.708319	-91.604621                                                                                                          
LA	22079	00559460	Rapides Parish	3413632347	113043381	1318.011	43.646	31.193204	-92.535953                                                                                                              
LA	22081	00559472	Red River Parish	1007739206	34327512	389.09	13.254	32.101213	-93.34905                                                                                                                
LA	22083	00559481	Richland Parish	1448537069	13551678	559.283	5.232	32.413158	-91.748353                                                                                                                
LA	22085	00559489	Sabine Parish	2244636627	375317817	866.659	144.911	31.560402	-93.559579                                                                                                               
LA	22087	01629542	St. Bernard Parish	977746424	4604207636	377.51	1777.695	29.91811	-89.263494                                                                                                           
LA	22089	01629449	St. Charles Parish	719296011	308712052	277.722	119.194	29.905722	-90.357855                                                                                                           
LA	22091	01629457	St. Helena Parish	1057772583	2796210	408.408	1.08	30.822539	-90.708307                                                                                                                
LA	22093	01629464	St. James Parish	625582188	42168610	241.539	16.281	30.024777	-90.793956                                                                                                               
LA	22095	01629472	St. John the Baptist Parish	555050557	506474565	214.306	195.551	30.147307	-90.485674                                                                                                  
LA	22097	01629479	St. Landry Parish	2392904508	39047412	923.906	15.076	30.583441	-91.989274                                                                                                             
LA	22099	01629486	St. Martin Parish	1910534476	204161447	737.662	78.827	30.121433	-91.611481                                                                                                            
LA	22101	01629492	St. Mary Parish	1438845622	1460445312	555.541	563.881	29.629349	-91.463804                                                                                                            
LA	22103	01629503	St. Tammany Parish	2190165998	647368450	845.628	249.95	30.410022	-89.951962                                                                                                           
LA	22105	00559500	Tangipahoa Parish	2049488093	136678798	791.312	52.772	30.62158	-90.406633                                                                                                             
LA	22107	00559509	Tensas Parish	1561204507	99471076	602.784	38.406	32.001489	-91.342576                                                                                                                 
LA	22109	00559517	Terrebonne Parish	3190255110	2202157453	1231.764	850.258	29.33413	-90.843674                                                                                                          
LA	22111	00559528	Union Parish	2271359845	73624039	876.977	28.426	32.829349	-92.37565                                                                                                                   
LA	22113	00559538	Vermilion Parish	3038598763	955343208	1173.21	368.86	29.789722	-92.291568                                                                                                             
LA	22115	00559548	Vernon Parish	3439275960	35153783	1327.912	13.573	31.110563	-93.18152                                                                                                                 
LA	22117	00559557	Washington Parish	1734071719	16460917	669.529	6.356	30.852144	-90.046253                                                                                                              
LA	22119	00559567	Webster Parish	1536282650	56145063	593.162	21.678	32.732152	-93.339825                                                                                                                
LA	22121	00559570	West Baton Rouge Parish	498293891	29602238	192.392	11.429	30.464052	-91.309808                                                                                                        
LA	22123	00559578	West Carroll Parish	931478638	2386193	359.646	0.921	32.79248	-91.451998                                                                                                               
LA	22125	00559584	West Feliciana Parish	1044342243	58999603	403.223	22.78	30.872701	-91.421008                                                                                                          
LA	22127	00559594	Winn Parish	2460711982	17448075	950.086	6.737	31.941187	-92.641269                                                                                                                    
ME	23001	00581286	Androscoggin County	1211961731	75575386	467.941	29.18	44.167681	-70.207435                                                                                                            
ME	23003	00581287	Aroostook County	17278038056	405253238	6671.088	156.469	46.709193	-68.612409                                                                                                          
ME	23005	00581288	Cumberland County	2164393695	988818232	835.677	381.785	43.808348	-70.330375                                                                                                           
ME	23007	00581289	Franklin County	4395190350	121369621	1696.993	46.861	44.973012	-70.444727                                                                                                             
ME	23009	00581290	Hancock County	4110284976	1963056852	1586.99	757.941	44.564906	-68.370703                                                                                                             
ME	23011	00581291	Kennebec County	2246806176	216724439	867.497	83.678	44.417012	-69.765764                                                                                                              
ME	23013	00581292	Knox County	945693972	2017106965	365.134	778.809	44.042045	-69.038514                                                                                                                 
ME	23015	00581293	Lincoln County	1180630792	631357625	455.844	243.769	43.994226	-69.514056                                                                                                              
ME	23017	00581294	Oxford County	5379066664	256039480	2076.869	98.857	44.4945	-70.734421                                                                                                                 
ME	23019	00581295	Penobscot County	8798662789	414019982	3397.183	159.854	45.409279	-68.666598                                                                                                           
ME	23021	00581296	Piscataquis County	10259016062	1080049539	3961.028	417.009	45.915639	-69.102231                                                                                                       
ME	23023	00581297	Sagadahoc County	657803472	300569614	253.979	116.051	43.916645	-69.844326                                                                                                             
ME	23025	00581298	Somerset County	10164120486	437867472	3924.389	169.062	45.503646	-69.95611                                                                                                            
ME	23027	00581299	Waldo County	1890577548	318053597	729.956	122.801	44.505834	-69.138952                                                                                                                
ME	23029	00581300	Washington County	6637326498	1800003936	2562.686	694.985	44.967009	-67.609354                                                                                                         
ME	23031	00581301	York County	2566235154	722302593	990.829	278.883	43.426019	-70.668425                                                                                                                 
